ID, FP, FN, RF
0, 0.222222222222, 0.222222222222, 0.222222222222
1, 0.222222222222, 0.222222222222, 0.222222222222
2, 0.222222222222, 0.222222222222, 0.222222222222
3, 0.222222222222, 0.222222222222, 0.222222222222
4, 0.222222222222, 0.222222222222, 0.222222222222
5, 0.222222222222, 0.222222222222, 0.222222222222
6, 0.222222222222, 0.222222222222, 0.222222222222
7, 0.111111111111, 0.111111111111, 0.111111111111
8, 0.222222222222, 0.222222222222, 0.222222222222
9, 0.222222222222, 0.222222222222, 0.222222222222
10, 0.222222222222, 0.222222222222, 0.222222222222
11, 0.222222222222, 0.222222222222, 0.222222222222
12, 0.222222222222, 0.222222222222, 0.222222222222
13, 0.222222222222, 0.222222222222, 0.222222222222
14, 0.222222222222, 0.222222222222, 0.222222222222
15, 0.222222222222, 0.222222222222, 0.222222222222
16, 0.222222222222, 0.222222222222, 0.222222222222
17, 0.222222222222, 0.222222222222, 0.222222222222
18, 0.222222222222, 0.222222222222, 0.222222222222
19, 0.222222222222, 0.222222222222, 0.222222222222
20, 0.222222222222, 0.222222222222, 0.222222222222
21, 0.111111111111, 0.111111111111, 0.111111111111
22, 0.222222222222, 0.222222222222, 0.222222222222
23, 0.666666666667, 0.666666666667, 0.666666666667
24, 0.222222222222, 0.222222222222, 0.222222222222
25, 0.222222222222, 0.222222222222, 0.222222222222
26, 0.222222222222, 0.222222222222, 0.222222222222
27, 0.222222222222, 0.222222222222, 0.222222222222
28, 0.111111111111, 0.111111111111, 0.111111111111
29, 0.222222222222, 0.222222222222, 0.222222222222
